"phase_id","region","country","location","sampleType","startDate","endDate","midpointDate","testTime","testName","citationID","nSeropositives","nSamples","sensitivityMean","sensitivityL","sensitivityH","includedTable","notes","timeKnown","antigenTarget","antibodyTarget","technique","design","validationGroup","predictedPos","predictedPosL","predictedPosH","sensitivityMeanPred","sensitivityMedianPred","sensitivityLPred","sensitivityHPred"
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",65,79,82.28,72.06,89.96,"Yes","table 3",TRUE,"N, S","IgG IgM","LFIA","indirect",51,78,67,79,96.9022923312621,98.2080149283084,85.8890434042377,99.8522535465523
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",30,32,93.75,79.19,99.23,"Yes","table 2",TRUE,"N, S","IgG IgM","LFIA","indirect",50,30,24,32,91.5251842833392,92.6194074189831,79.6250013601347,97.7632225597749
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Roche SARS-CoV-2 rapid antibody test anti-spike anti-nucleocapsid IgG IgM","n-213",151,154,98.05,94.41,99.6,"Yes","table 3",TRUE,"N, S","IgG IgM","LFIA","indirect",50,141,122,150,90.6560378040801,91.3997246957048,80.7362929894014,96.656196326064
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",42,43,97.67,87.71,99.94,"Yes","table 3",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,49,42,38,43,96.8128643161611,97.3585605494139,91.0340524136988,99.4046885518701
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",56,57,98.25,90.61,99.96,"Yes","table 3",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,49,56,48,57,96.6189039212867,97.9573952764619,84.8776015504167,99.8300733839037
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",52,56,92.86,82.71,98.02,"Yes","table 2",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,48,54,46,56,94.7725965632996,95.7732927784848,84.6545492398682,99.0455810573639
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"LumiraDx SARS-CoV-2 anti-spike antibody test","n-213",150,153,98.04,94.38,99.59,"Yes","table 3",TRUE,"RBD, S","IgG IgM IgA","CMIA",NA,48,147,134,153,95.7144235144289,96.3222713107769,88.8512153878888,99.014284032206
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","--","--","*October 2020",8,"in-house THL Finland neutralization assay","n-184",335,367,91.28,87.91,93.96,"Yes","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,NA,NA,"NT (cell)",NA,47,344,223,365,90.423159339992,93.8286662938777,60.8098915086972,99.3247241822071
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","--","--","*May 2021",13,"in-house THL Finland neutralization assay","n-184",320,367,87.19,83.34,90.44,"Yes","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,NA,NA,"NT (cell)",NA,47,347,151,367,88.5176313001093,94.4840541949347,41.6929155388616,99.7652666813474
"--","Europe","Finland","{ Helsinki }","convenience (general population)","--","--","--",4,"in-house THL Finland neutralization assay","n-183",63,64,98.44,91.6,99.96,"Yes","",TRUE,NA,NA,"NT (cell)",NA,46,57,35,64,86.1849314880313,89.4562237491223,55.1996406565849,98.2910067210687
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","*early November 2020","December 2020","--",7,"in-house THL Finland neutralization assay","n-182",792,867,91.35,89.28,93.14,"N","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,NA,NA,"NT (cell)",NA,46,757,435,850,83.8444093652467,87.2977489120416,50.2746154836696,97.9142188286057
"2","Europe","England","National (REACT-2)","representative","7/31/2020","8/13/2020","2020-08-06",3,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-102",274,360,76.11,71.36,80.42,NA,"supplemental table S3 in file 7",FALSE,"S","IgG IgM","LFIA","indirect",45,274,100,347,71.994876420468,76.0961344798557,28.1321483871873,96.0351117415685
"3","Europe","England","National (REACT-2)","representative","9/15/2020","9/28/2020","2020-09-21",4,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-102",474,750,63.2,59.64,66.66,NA,"supplemental table S3 in file 7",FALSE,"S","IgG IgM","LFIA","indirect",45,554,157,725,69.2492386620518,73.7256059562104,21.0157088394647,96.4612018771746
"1","Europe","England","National (REACT-2)","representative","6/20/2020","7/13/2020","2020-07-01",2,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-14",277,341,81.23,76.68,85.24,NA,"supplemental table 3",FALSE,"S","IgG IgM","LFIA","indirect",44,270,124,329,75.8845425344386,79.2533726277827,36.8149222893528,96.189151014258
"4","Europe","England","National (REACT-2)","representative","10/27/2020","11/10/2020","2020-11-03",1,"Fortress Diagnostics LFIA COVID-19 total, Northern Ireland (recognizes spike)","n-15",1094,1765,61.98,59.67,64.25,NA,"table S2",FALSE,"S","IgG IgM","LFIA","indirect",44,1525,865,1725,82.8922232565007,86.3880297743117,49.0681970702598,97.6510436773084
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",39,44,88.64,75.44,96.21,"Yes","table 3",TRUE,"N","IgG IgM","LFIA","indirect",43,40,32,44,89.1554272046491,90.1965376979754,75.7470036088087,96.6196735327103
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",43,79,54.43,42.83,65.69,"Yes","table 3",TRUE,"N","IgG IgM","LFIA","indirect",43,70,42,78,85.5335116491191,88.8237614292277,54.3966317058727,98.249495586418
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",53,57,92.98,83,98.05,"Yes","table 2",TRUE,"N","IgG IgM","LFIA","indirect",42,53,44,57,91.8008295353004,92.7694471192144,80.4847006407511,97.6527379240903
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Biomerica anti-nucleocapsid IgG IgM rapid test","n-213",143,157,91.08,85.49,95.04,"Yes","table 3",TRUE,"N","IgG IgM","LFIA","indirect",42,140,119,152,88.5080603610538,89.2585945624891,77.3117442888956,95.5095319919585
"--","Latin America","Argentina","{ ? }","hospitalized + non-hospitalized patients","--","*September 2020","--",3,"COVIDAR anti-spike anti-RBD","n-224",113,137,82.48,75.06,88.44,"Yes","table 1",TRUE,"RBD, S","IgG IgM","ELISA","indirect",41,92,54,119,66.2476660920259,67.2569066914372,40.4378927824738,85.7449647960464
"1","Latin America","Argentina","Puerto Madryn","representative","03/03/2021","4/17/2021","2021-03-25",5,"COVIDAR anti-spike anti-RBD","n-248",57,78,73.08,61.84,82.5,NA,"positive on nasal swab (supplemental S2 data)",FALSE,"RBD, S","IgG IgM","ELISA","indirect",41,58,9,77,68.2544457314067,74.6703534146832,12.4145537190151,98.1838239343106
"--","Latin America","Argentina","{ ? }","hospitalized + non-hospitalized patients","--","*September 2020","--",1,"COVIDAR anti-spike anti-RBD","n-224",335,453,73.95,69.65,77.94,"Yes","table 1",TRUE,"RBD, S","IgG IgM","ELISA","indirect",40,396,345,427,86.8961257747489,87.4575445303755,76.7441189682488,93.7235306521981
"--","Latin America","Argentina","{ ? }","hospitalized + non-hospitalized patients","--","--","--",1,"COVIDAR anti-spike anti-RBD","n-227",252,289,87.2,82.79,90.82,"Yes","figure 1A",TRUE,"RBD, S","IgG IgM","ELISA","indirect",40,253,150,283,84.1398007897171,87.4165316690043,52.5589471938396,97.706540188358
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",4,"Abingdon AbC-19 IgG anti-spike","n-213",35,43,81.4,66.6,91.61,"Yes","table 3",TRUE,"S","IgG","LFIA","sandwich",39,33,20,40,74.3284392272438,75.6496315655796,50.8134404853432,90.0115963935918
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",6,"Abingdon AbC-19 IgG anti-spike","n-213",50,73,68.49,56.56,78.87,"Yes","table 3",TRUE,"S","IgG","LFIA","sandwich",39,51,16,70,66.5639880469116,69.5764832168235,22.5558465011909,94.4392751979731
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Abingdon AbC-19 IgG anti-spike","n-213",122,152,80.26,73.04,86.27,"Yes","table 3",TRUE,"S","IgG","LFIA","sandwich",38,130,106,144,84.7570278302231,85.5785572135329,70.8993079224427,93.8709287885508
"1","Europe","Switzerland","{ Vaud }","convenience (general population)","5/4/2020","6/27/2020","5/31/2020",2.5,"SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)","n-301",215,219,98.17,95.39,99.5,"","table 1 (not yet included in seroreversion paper)",TRUE,"S","IgG IgA","ELISA","indirect",37,192,100,216,83.4693909270165,87.7123929304335,46.1396615930044,98.3858147832712
"1","Europe","Switzerland","11 cantons","representative","*October 2020","*February 2021","2020-12-20",1,"SenASTrIS test (Sensitive Anti-SARS-CoV-2 Spike Trimer Immunoglobulin Serological)","n-299",128,143,89.51,83.29,94.01,NA,"table 1 (not yet in seroreversion paper nor in PRISMA list / tab)",FALSE,"S","IgG IgA","ELISA","indirect",36,135,101,143,92.265492590781,94.6418140788984,71.0923773428124,99.2468030782321
"2","Europe","Spain","National","representative","5/18/2020","6/1/2020","2020-05-25",2,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-104",276,360,76.67,71.95,80.94,NA,"tabla 6 (page 19)",FALSE,"S","IgG IgM","LFIA","indirect",35,317,169,355,84.0882584397303,88.1278846715681,47.3854337804575,98.3075427190452
"3","Europe","Spain","National","representative","6/8/2020","6/22/2020","2020-06-15",2,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-104",341,460,74.13,69.87,78.07,NA,"tabla 6 (page 19)",FALSE,"S","IgG IgM","LFIA","indirect",35,405,223,453,84.1940466801117,88.0999143968044,48.8808579134137,98.2914013032372
"4","Europe","Spain","National","representative","11/16/2020","11/29/2020","2020-11-22",2,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-45",1137,1777,63.98,61.7,66.22,NA,"tabla 8 (page 20)",FALSE,"S","IgG IgM","LFIA","indirect",35,1564,861.975,1747,84.1103115491103,88.0470741307537,48.5000948361338,98.2622384181696
"1","Europe","Spain","National","representative","4/27/2020","5/11/2020","2020-05-04",1,"Orient Gene Biotech COVID-19 IgG/IgM Rapid Test anti-spike","n-44",189,213,88.73,83.7,92.65,NA,"table 2",FALSE,"S","IgG IgM","LFIA","indirect",34,172,88,206,77.4659354326888,80.941946813147,41.6740223055679,96.295213966842
"1","North America","USA","Hillsborough County, unvaccinated population","representative","*October 2020","*March 2021","",7,"New York, Mount Sinai RBD ELISA","n-178",25,26,96.15,80.36,99.9,"N","",TRUE,"RBD, S","IgG","ELISA","indirect",33,25,22,26,96.5581807987749,97.4019570030531,88.6392864705879,99.5867650781911
"1","Europe","USA","Hillsborough County, unvaccinated population","representative","*October 2020","*March 2021","2021-01-01",4,"New York, Mount Sinai RBD ELISA","n-178",122,126,96.83,92.07,99.13,NA,"appendix table",FALSE,"RBD, S","IgG","ELISA","indirect",32,119,104,126,93.7988914630231,94.7067500678854,83.5475864122594,98.8628098195959
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","--","--","*May 2021",13,"in-house THL Finland FMIA anti-spike assay","n-184",356,367,97,94.7,98.49,"Yes","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,"S","IgG","CMIA","indirect",31,364,351,367,98.8308562842656,99.1422806150842,96.0319078047801,99.8286391926984
"--","Europe","Finland","{ 5 hospital districts }","convenience (general population)","--","--","*October 2020",8,"in-house THL Finland FMIA anti-spike assay","n-184",360,367,98.09,96.11,99.23,"Yes","5 districts listed in n-181 and are:  Uusimaa [contains Helsinki], Pirkanmaa, Pohjois-Pohjanmaa [a.k.a. North Ostrobothnia], Pohjois-Savo, Varsinais-Suomi",TRUE,"S","IgG","CMIA","indirect",30,351,329,362,95.1650749206916,95.5358618162592,90.2264148220655,98.1141273783376
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",2,"Biozek COVID-19 IgG/IgM rapid test","n-213",47,49,95.92,86.02,99.5,"Yes","table 2",TRUE,"N, RBD","IgG IgM","LFIA","indirect",29,47,40,49,93.9979987053689,94.6829879363171,85.7346965005642,98.4309781822007
"--","Europe","Scotland","{ ? }","hospitalized + non-hospitalized patients","*September 2020","*November 2020","--",1,"Biozek COVID-19 IgG/IgM rapid test","n-213",65,68,95.59,87.64,99.08,"Yes","table 2",TRUE,"N, RBD","IgG IgM","LFIA","indirect",28,65,58,68,94.3772861422577,94.9546865534528,86.9700319047685,98.4635221422554
"--","Oceania","New Zealand","{ Southern District Health Board region }","hospitalized + non-hospitalized patients","3/11/2020","4/5/2020","--",10,"Abbott Alinity SARS-CoV-2 IgG II Quant","n-198",36,37,97.3,85.84,99.93,"Yes","",TRUE,"RBD","IgG","CMIA","indirect",27,28,0,37,63.067219840976,75.4697869443264,0.939178757043726,99.9045803753475
"1","Europe","Lithuania","6 cities and municipalities","representative","8/10/2020","9/10/2020","2020-08-25",4,"AMP Rapid Test SARS-CoV-2 IgG/IgM","n-172",6,12,50,21.09,78.91,NA,"",FALSE,NA,"IgG IgM","LFIA","indirect",26,10,2,12,78.7731734624652,86.0738637894022,25.0162587657865,99.1795323939385
"1","North America","USA","National (COVIDVu)","representative","--","--","2020-10-30",3,"BioRad Platelia Total Antibody nucleocapsid","n-143",77,127,60.63,51.57,69.18,NA,"",FALSE,"N","IgG IgM IgA","ELISA","sandwich",25,110,41,126,80.9607111916945,87.0801635527205,32.7864993994265,98.9576590911381
"2","North America","Canada","National (CCAHS), unvaccinated population","representative","11/2/2020","4/30/2021","2021-01-30",2,"CCAHS ELISA anti-spike anti-RBD anti-nucleocapsid (positive on at least 2 out of 3)","n-261",115,145,79.31,71.8,85.58,NA,"table 1",FALSE,"N, RBD, S","IgG","CMIA","indirect",24,127,58,144,82.9403057096675,87.9883114837534,41.0287837088427,98.7465183821727
"--","East Asia","South Korea","{ ? }","non-hospitalized patients","--","--","--",8,"EDI Novel coronavirus COVID19 IgG anti-nucleocapsid","n-165",15,58,25.86,15.26,39.04,"Yes","",TRUE,"N","IgG","ELISA","indirect",23,47,2,58,68.8566051971263,81.467781100724,3.35872150903034,99.8111645304918
"1","South Asia","India","West Bengal: Paschim Medinipur","representative","7/27/2020","8/7/2020","8/1/2020",2,"ERBALISA COVID-19 IgG","n-95",11,30,36.67,19.93,56.14,"Yes","",TRUE,"N, S","IgG","ELISA","indirect",22,27,12,30,83.616091791561,88.3163325433429,43.1852058574127,98.7330019264371
"3","South Asia","India","Delhi","representative","9/1/2020","9/7/2020","2020-09-04",2,"ERBALISA COVID-19 IgG","n-83",148,226,65.49,58.9,71.67,NA,"",FALSE,"N, S","IgG","ELISA","indirect",22,200,94,224,83.5882131501239,88.4767293075847,41.8539874386886,98.6894807393177
"4","South Asia","India","Delhi","representative","10/15/2020","10/21/2020","2020-10-18",2,"ERBALISA COVID-19 IgG","n-83",147,260,56.54,50.28,62.65,NA,"",FALSE,"N, S","IgG","ELISA","indirect",22,230,109,257,83.4926087225925,88.2985486182996,42.4463821551662,98.6983020182739
"1","Europe","Spain","Cantabria","representative","4/27/2020","5/29/2020","2020-05-13",1,"Hangzhou Clongene IgM/IgG rapid test","n-46",2,3,66.67,9.43,99.16,NA,"table 1, used only IgG",FALSE,NA,"IgG","LFIA","indirect",21,3,1,3,84.8375970358162,88.8956136154072,48.661541523186,98.648081497971
"--","Europe","Germany","{ Cologne }","hospitalized + non-hospitalized patients","*August 2020","*September 2020","--",5,"IDK (Immundiagnostik) anti-spike IgG","n-222",323,363,88.98,85.3,92.01,"Yes","supplementary table S2",TRUE,"S","IgG","ELISA","indirect",20,308,53,361,75.7778617429549,84.8850626838569,14.6341222536717,99.4147774238485
"1","Africa","Tunisia","El Omrane + La Goulette","representative","*March 2021","*April 2021","2021-04-01",3,"in-house ELISA for N protein and S protein from IPT (Institut Pasteur in Tunis)","n-196",56,73,76.71,65.35,85.81,NA,"table 3",FALSE,"N, RBD","IgG","ELISA",NA,19,63,22,73,80.7167155036007,86.8412427673345,31.3248211450293,98.9237955700702
"1","Africa","South Africa","Gauteng","representative","11/4/2020","1/22/2021","2020-12-13",5,"in-house Luminex S protein trimer IgG","n-99",57,122,46.72,37.64,55.97,NA,"",FALSE,"RBD","IgG","CMIA",NA,18,104,19,122,76.3279684214082,85.2009411040011,15.7061294403875,99.4212019847895
"--","South Asia","India","{ Delhi }","hospitalized + non-hospitalized patients","--","--","12/18/2020",2,"in-house RBD ELISA (Mehdi et al.)","n-162",568,672,84.52,81.56,87.18,"N (excluded, non-commercial assay not used in a seroprevalence study)","",TRUE,"RBD","IgG","ELISA","indirect",17,591,270,665,82.8353623101832,87.870115606655,40.2156091736212,98.7825730728948
"--","East Asia","South Korea","{ ? }","non-hospitalized patients","--","--","--",8,"InBios SCoV-2 Detect IgG anti-spike ELISA","n-165",50,58,86.21,74.62,93.85,"Yes","",TRUE,"S","IgG","ELISA","indirect",16,47,1,58,68.7365421118982,81.3549527263236,3.06847516954536,99.812122240939
"2","South Asia","India","Delhi","representative","8/1/2020","8/7/2020","2020-08-04",1,"Kavach-AntiSARS-CoV-2 IgG ELISA (Zydus)","n-83",232,356,65.17,59.97,70.11,NA,"",FALSE,"N, RBD, S","IgG","ELISA","indirect",15,317,172,352,85.0497559884312,89.1025790956397,48.8540989508301,98.6136594343102
"2","Europe","USA","Los Angeles County, unvaccinated population","representative","4/9/2021","4/25/2021","2021-04-17",4,"Luminex xMAP for spike and nucleocaspid (Los Angeles study used RBD portion)","n-174",57,59,97,90.3,99.1,NA,"table 2",FALSE,"RBD","IgG","CMIA","indirect",14,50,13,59,78.0916707183027,85.3393450412381,23.6089034694459,99.1652007519388
"1","Europe","USA","Holyoke","representative","11/5/2020","12/31/2020","2020-12-03",2,"Massachusetts General Hospital, anti-spike ELISA","n-78",12,18,66.67,40.99,86.66,NA,"figure 2C",FALSE,"RBD","IgG","ELISA","indirect",13,16,7,18,83.0746270415771,88.0300686842442,40.4828428721492,98.7950796595612
"--","North America","USA","{ ? }","non-hospitalized patients","--","--","--",3,"Siemens SARS-CoV-2 Total Advia Centaur","n-134",40,41,97.56,87.14,99.94,"Yes","",TRUE,"RBD","IgG IgM","CMIA","sandwich",12,35,12,41,80.5328152465465,86.52161076853,31.7648797891584,98.9211307633664
"1","Europe","Portugal","National (Castro et al.)","convenience (general population)","9/8/2020","10/14/2020","2020-09-26",3,"Siemens SARS-CoV-2 Total Advia Centaur","n-155",112,136,82.35,74.89,88.35,NA,"appendix 11",FALSE,"RBD","IgG IgM","CMIA","sandwich",12,118,42,135,80.4266011297183,86.5930966011078,31.556896786527,98.970389554207
"--","North America","Canada","{ Toronto and Peel }","hospitalized + non-hospitalized patients","--","--","--",2.5,"Sinai Health (Toronto) anti-spike ELISA","n-169",22,22,100,84.56,100,"Yes","figure 3",TRUE,"S","IgG","CMIA","indirect",11,19,7,22,81.631393024099,87.1327844339327,36.013087899423,98.7967512913121
"1","Latin America","Peru","Lima Metropolitana (provinces of Lima + Callao)","representative","6/28/2020","7/9/2020","2020-07-03",1,"Standard Q COVID-19 IgM/IgG Plus","k-15",77,84,91.67,83.58,96.58,NA,"table S9",FALSE,"N, RBD","IgG IgM","LFIA","indirect",10,75,38,84,84.6604973837622,89.0528961751891,46.2664401423891,98.6583908032785
"1","Middle East","Lebanon","National","representative","12/7/2020","1/15/2021","2020-12-26",2,"Techno Genetics anti-RBD, nCOVID-19 IgG/IgM POCT (point-of-care test)","n-150",38,60,63.33,49.9,75.41,NA,"table 3",FALSE,"RBD","IgG IgM","LFIA","indirect",9,53,23,60,83.0738358888461,87.9957661682747,39.9434042771959,98.7567930002735
"--","East Asia","Japan","{ ? }","convenience (general population)","9/2/2020","10/26/2020","9/29/2020",6,"Tosoh anti-nucleocapsid IgG with AIA-CL1200","n-167",314,376,83.51,79.37,87.12,"Yes","",TRUE,"N","IgG","CMIA","indirect",8,314,33,375,72.9846311735567,83.3292107908331,9.21053868228685,99.6249140324314
"--","East Asia","Japan","{ ? }","convenience (general population)","9/2/2020","10/26/2020","9/29/2020",6,"Tosoh anti-nucleocapsid total Ig with AIA-CL1200","n-167",365,376,97.07,94.83,98.53,"Yes","",TRUE,"N","IgG IgM IgA etc.","CMIA","sandwich",7,312,32,375,72.4372899599853,82.9502905967317,8.68036309623312,99.578282245558
"--","East Asia","Japan","{ ? }","convenience (general population)","9/2/2020","10/26/2020","9/29/2020",6,"Tosoh anti-spike IgG with AIA-CL1200","n-167",344,376,91.49,88.2,94.11,"Yes","",TRUE,"RBD","IgG","CMIA","indirect",6,312,32,375,72.6042088599783,82.8536118613738,8.90937179419242,99.5911078664495
"--","East Asia","Japan","{ ? }","convenience (general population)","9/2/2020","10/26/2020","9/29/2020",6,"Tosoh anti-spike total Ig with AIA-CL1200","n-167",369,376,98.14,96.2,99.25,"Yes","",TRUE,"RBD","IgG IgM IgA etc.","CMIA","sandwich",5,311,34,375,72.7973734038488,82.7095327390287,9.26165520536271,99.5145399870673
"--","Europe","Germany","{ Cologne }","hospitalized + non-hospitalized patients","*August 2020","*September 2020","--",5,"Abbott Alinity i SARS-CoV-2 IgG nucleocapsid","n-222",195,363,53.72,48.44,58.94,"Yes","supplementary table S2",TRUE,"N","IgG","CMIA","indirect",4,286,52.9750000000001,359,71.4301551053464,78.6815618098369,14.8016707397224,98.7209451890398
"--","Europe","Ireland","{ Dublin }","hospitalized + non-hospitalized patients","3/26/2020","7/10/2020","5/18/2020",1,"Abbott Alinity i SARS-CoV-2 IgG nucleocapsid","n-225",149,185,80.54,74.09,85.98,"Yes","table 3",TRUE,"N","IgG","CMIA","indirect",3,155,77,181,79.957893971418,83.7695447954192,42.532705910148,97.242801049915
"--","North America","USA","{ Arkansas }","non-hospitalized patients","9/12/2020","10/24/2020","2020-10-03",2,"Beckman ACCESS SARS-CoV-2 anti-RBD","n-281",14,17,82.35,56.57,96.2,NA,"supplementary table 1 and table 1",FALSE,"RBD","IgG","CLIA","indirect",2,15,9,17,83.0812374799776,84.9643567000037,58.6503744904294,96.5015960201575
"--","North America","USA","{ Arkansas }","non-hospitalized patients","11/7/2020","12/19/2020","2020-11-28",2,"Beckman ACCESS SARS-CoV-2 anti-RBD","n-281",4,8,50,15.7,84.3,NA,"supplementary table 1 and table 1",FALSE,"RBD","IgG","CLIA","indirect",2,7,4,8,83.0812374799776,84.9643567000037,58.6503744904294,96.5015960201575
"--","North America","USA","{ Arkansas }","non-hospitalized patients","8/15/2020","9/5/2020","2020-08-25",1,"Beckman ACCESS SARS-CoV-2 anti-RBD","n-281",10,12,83.33,51.59,97.91,NA,"supplementary table 1 and table 1",FALSE,"RBD","IgG","CLIA","indirect",1,10,6,12,77.584435625018,78.3996871180946,60.7309623422019,90.1669654534844
